Referencia;Sheet;1Q11;2Q11;3Q11;4Q11;2011;1Q12;2Q12;3Q12;4Q12;2012;1Q13;2Q13;3Q13;4Q13;2013;1Q14;2Q14;3Q14;4Q14;2014;1Q15;2Q15;3Q15;4Q15;2015;1Q16;2Q16;3Q16;4Q16;2016;1Q17;2Q17;3Q17;4Q17;2017;1Q18;2Q18;3Q18;4Q18;2018;1Q19;2Q19;3Q19;4Q19;2019;1Q20;2Q20;3Q20;4Q20;2020;1Q21;2Q21;3Q21;4Q21;2021;1Q22;2Q22;3Q22;4Q22;2022;1Q23;2Q23;3Q23
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;3,83;4,62;5,71;3,64;17,79;7,57;-1,66;4,26;8,21;18,38;1,32;6,13;-3,88;-3,67;-0,10;0,38;-1,46;-1,80;4,45;1,57;-0,92;-1,10;-0,36;-39,61;-41,98;-59,24;-13,07;-6,62;-2,03;-80,95;0,51;6,41;3,23;5,44;15,59;10,27;5,11;7,43;20,90;43,70;-0,11;7,17;18,70;10,74;36,51;9,33;11,80;16,60;25,99;63,73;42,86;43,98;49,96;23,20;160,01;23,57;41,27;35,95;33,03;133,81;12,52;25,39;27,98
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;0,00;0,00;0,00;41,30;149,71;36,75;35,51;55,08;74,34;201,69;101,99;100,86;92,75;90,09;385,69;92,50;91,27;101,30;108,20;393,28;109,13;112,54;123,26;119,31;464,24;100,54;81,80;69,85;85,27;337,46;87,01;89,23;94,11;98,30;368,65;103,71;123,26;125,49;119,77;472,23;131,19;154,76;160,59;163,14;609,68;169,84;198,62;233,90;247,22;849,58;294,70;374,91;409,60;447,12;1526,34;570,36;621,45;655,37;686,10;2533,28;693,85;727,12;791,68
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;264,21;726,41;990,62;1127,40;482,00;464,18;0,00;2073,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;30,36;38,87;33,92;41,30;144,45;36,75;35,51;55,09;74,34;201,70;101,92;100,86;92,76;89,77;385,31;92,51;91,27;101,39;108,20;393,37;109,16;112,54;387,43;845,38;1454,50;1226,91;563,12;533,22;84,66;2407,90;87,06;89,21;94,02;98,38;368,67;103,73;123,25;125,47;119,77;472,22;131,19;154,76;160,60;163,14;609,68;169,84;198,59;233,90;247,22;849,55;294,70;374,91;409,60;447,12;1526,34;570,36;621,45;655,37;686,10;2533,28;693,85;727,12;791,68
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;17,46;18,52;22,44;23,04;23,04;23,90;24,17;25,87;33,49;33,49;36,96;37,80;38,19;40,12;40,12;41,07;42,82;46,87;51,70;51,70;56,25;60,98;158,18;172,99;172,99;147,86;132,74;132,41;46,74;46,74;50,83;53,03;55,64;58,42;58,42;68,14;71,53;76,46;81,14;81,14;88,62;97,04;109,69;117,71;117,71;107,86;125,81;142,48;164,38;164,38;206,31;231,02;240,02;249,58;249,58;263,97;262,27;288,76;311,26;311,26;317,18;348,06;368,16
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;12,32;9,34;7,80;9,20;9,20;11,38;9,07;9,84;19,57;19,57;19,95;17,52;17,51;17,61;17,61;16,79;16,84;17,49;16,75;16,75;17,76;17,73;73,38;75,38;75,38;63,13;51,33;42,51;14,50;14,50;16,09;15,78;17,08;17,08;17,08;18,68;22,55;23,86;23,51;23,51;26,58;26,01;27,78;29,45;29,45;24,34;32,35;39,08;49,60;49,60;57,74;80,49;80,04;83,91;83,91;86,26;77,52;84,79;87,55;87,55;87,93;101,36;102,08
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;4,13;4,69;7,87;5,82;5,82;6,21;6,91;7,62;8,00;8,00;8,32;8,05;8,44;8,91;8,91;9,19;10,24;11,27;11,54;11,54;11,70;11,69;90,13;87,44;87,44;77,25;65,40;61,71;10,80;10,80;11,38;11,48;10,42;10,20;10,20;10,12;12,31;13,78;14,02;14,02;17,23;16,78;19,06;19,03;19,03;23,77;27,69;33,56;38,54;38,54;45,33;57,61;67,71;83,86;83,86;96,26;110,92;123,52;136,54;136,54;153,23;170,75;185,20
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;0,27;1,02;0,91;0,69;0,69;0,54;0,66;0,14;0,71;0,71;1,06;1,17;1,19;0,85;0,85;1,05;0,51;0,74;0,98;0,98;1,40;1,38;84,79;77,52;77,52;68,98;48,16;45,92;1,31;1,31;1,49;1,28;0,78;0,63;0,63;0,67;0,48;1,31;0,20;0,20;1,02;1,27;1,59;1,53;1,53;4,54;5,80;6,33;5,79;5,79;7,96;9,75;12,21;10,42;10,42;11,52;11,66;11,27;10,66;10,66;9,69;9,71;9,72
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;0,07;-0,01;-0,17;0,10;0,10;-0,03;0,03;0,04;0,43;0,43;0,39;0,36;0,12;0,08;0,08;0,07;0,06;0,08;0,06;0,06;0,14;0,16;10,46;6,52;6,52;5,43;4,44;4,19;0,38;0,38;0,08;0,14;0,50;0,58;0,58;2,58;0,43;0,12;0,37;0,37;0,19;0,84;0,21;0,24;0,24;0,13;1,74;0,08;0,04;0,04;0,03;0,02;-0,03;0,01;0,01;0,06;0,16;0,29;0,46;0,46;0,24;0,17;0,47
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;0,07;-0,01;-0,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,52;6,68;6,68;6,46;7,94;8,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,19;0,21
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;34,33;33,56;38,69;38,85;38,85;42,00;40,84;43,50;62,20;62,20;66,68;64,90;65,45;67,57;67,57;68,17;70,48;76,45;81,03;81,03;87,25;91,94;422,46;426,53;426,53;369,11;310,00;295,31;73,73;73,73;79,87;81,70;84,42;86,91;86,91;100,20;107,29;115,54;119,24;119,24;133,63;141,94;158,33;167,97;167,97;160,65;193,39;221,53;258,35;258,35;317,37;378,90;399,96;427,78;427,78;458,06;462,54;508,63;546,48;546,48;568,28;630,24;665,85
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;34,33;33,56;38,69;38,85;38,85;42,00;40,84;43,50;62,20;62,20;66,68;64,90;65,45;67,57;67,57;68,17;70,48;76,45;81,03;81,03;87,25;91,94;100,52;83,94;83,94;74,52;67,36;70,42;73,73;73,73;79,87;81,70;84,42;86,91;86,91;100,20;107,29;115,54;119,24;119,24;133,63;141,94;158,33;167,97;167,97;160,65;193,39;221,53;258,35;258,35;317,37;378,90;399,96;427,78;427,78;458,06;462,54;508,63;546,48;546,48;568,28;630,24;665,85
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;321,94;342,59;342,59;294,59;242,64;224,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;34,33;33,56;38,69;38,85;38,85;42,00;40,84;43,50;62,20;62,20;66,68;64,90;65,45;67,57;67,57;68,17;70,48;76,45;81,03;81,03;87,25;91,94;422,46;426,53;426,53;369,11;310,00;295,31;73,73;73,73;79,87;81,70;84,42;86,91;86,91;100,20;107,29;115,54;119,24;119,24;133,63;141,94;158,33;167,97;167,97;160,65;193,39;221,53;258,35;258,35;317,37;378,90;399,96;427,78;427,78;458,06;462,54;508,63;546,48;546,48;568,28;630,24;665,85
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;2,50;0,94;4,61;0,00;8,05;1,18;0,63;0,98;5,58;8,38;-1,20;-0,28;0,73;1,04;0,29;0,62;2,53;3,19;3,72;10,06;0,27;3,21;1,15;-14,90;-10,28;-8,34;-5,07;1,60;2,42;-9,39;3,66;1,22;-0,67;-0,18;4,03;8,39;5,57;4,84;5,03;23,83;7,37;3,84;8,55;4,77;24,53;11,89;10,66;20,79;19,89;63,23;32,99;53,99;37,71;41,19;165,88;28,28;29,55;26,99;35,02;119,84;30,66;35,37;31,34
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-10,57;-15,08;-25,65;-12,15;-20,83;-17,05;0,00;-50,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Principal Investments - Receitas;InputSite_BusinessAreas ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,50;-160,17;226,46;393,48;570,28;53,58;-147,92;-83,99;-245,27;-423,59;-251,55;818,25;-140,75;122,26;548,21;-226,40;-67,32;366,95;-103,02;-29,79;112,92;-31,54;22,63;-88,86;15,15;95,76;55,72;211,25;327,95;690,67;180,42;343,74;192,77;573,51;1290,45;-17,77;395,46;131,04;221,35;730,08;238,39;241,98;135,90;76,95;693,23;218,80;46,43;41,44;53,00;359,68;53,69;71,86;48,03
Participations* - Receitas;InputSite_BusinessAreas ;-;24,05;-68,45;-7,79;-52,19;-21,09;-97,71;-94,10;-31,58;-244,48;-3,82;-11,71;-25,81;-82,20;-123,54;-26,86;-23,96;-27,16;-2,08;-80,06;-25,48;3,21;7,66;20,60;6,00;-40,14;-46,20;-1,93;-24,50;-112,77;102,56;-100,50;26,28;-6,53;21,81;-5,63;46,25;-9,97;-25,54;5,10;103,56;65,43;205,47;92,86;467,32;97,70;71,49;92,29;100,66;362,14;115,94;158,82;90,69;106,32;471,78;122,46;98,86;99,69;6,89;327,90;-69,95;-54,21;108,90
Interest & Others - Receitas;InputSite_BusinessAreas ;117,94;122,91;59,37;217,90;518,13;71,31;196,02;187,22;132,65;587,20;118,72;146,48;194,51;177,44;637,15;175,09;355,25;285,57;370,59;1186,50;430,39;315,48;467,46;434,51;1647,83;343,96;571,33;606,38;410,38;1932,05;384,41;335,41;207,03;200,33;1127,18;159,88;153,28;170,68;131,54;615,37;102,60;126,03;146,27;159,37;534,27;143,69;79,81;46,11;43,67;313,28;32,80;130,19;244,20;423,76;830,94;478,18;669,29;706,87;727,68;2582,03;745,29;797,15;876,10
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;1573,00;1235,00;1525,40;1569,00;5902,40;2451,00;2057,46;2003,50;2070,90;8582,86;2245,89;1890,02;2789,05;2161,13;9086,09;3351,40;3578,06;3377,53;3021,26;13328,25;4168,30;3093,33;4637,47;3582,95;15482,05;4544,95;3834,47;2673,49;2398,23;13451,15;2998,06;1840,60;2680,65;1996,87;9516,18;2438,91;2380,04;2389,90;2684,53;9893,38;3225,89;2948,53;3971,81;2394,65;12540,88;6473,19;3875,88;5633,42;2711,77;18694,27;4426,63;7112,99;7090,05;12251,69;30881,36;13670,19;25320,63;15960,78;16454,08;71405,67;14254,53;20678,94;17258,46
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;-1149,00;-883,00;-1340,00;-1093,00;-4465,00;-1459,00;-1457,99;-1085,40;-1274,83;-5277,22;-1064,85;-1352,15;-2207,38;-1564,48;-6188,86;-1940,51;-2184,56;-3209,61;-3309,14;-10643,82;-5392,14;-2227,74;-6346,10;-1718,48;-15684,46;-1748,53;-921,44;-2057,12;-1915,51;-6642,61;-1735,70;-1421,77;-1320,81;-1150,33;-5628,61;-1406,53;-2337,20;-1732,19;-1617,00;-7092,93;-2597,18;-1573,69;-2998,26;-537,02;-7706,15;-7072,82;-2988,28;-3113,02;-63,71;-13237,83;-3575,11;-3568,60;-4796,56;-8711,88;-20652,16;-9101,25;-19912,65;-11255,69;-13543,89;-53813,47;-9070,23;-14883,56;-12410,26
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;424,00;352,00;185,40;476,00;1437,40;992,00;599,47;918,10;796,06;3305,63;1181,03;537,88;581,68;596,65;2897,24;1410,89;1393,50;167,92;-287,88;2684,43;-1223,84;865,59;-1708,63;1864,47;-202,41;2796,42;2913,03;616,37;482,72;6808,54;1262,35;418,84;1359,84;846,54;3887,57;1032,38;42,84;657,71;1067,53;2800,45;628,70;1374,84;973,55;1857,63;4834,72;-599,62;887,60;2520,40;2648,06;5456,44;851,52;3544,39;2293,49;3539,80;10229,20;4568,94;5407,97;4705,09;2910,19;17592,19;5184,29;5795,38;4848,20
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;47,00;104,00;52,20;34,00;237,20;59,00;182,02;115,74;97,64;454,40;21,50;113,40;320,98;425,66;881,54;258,38;-207,93;512,49;662,30;1225,24;1014,05;128,60;656,76;-496,52;1302,89;-1242,08;-1019,05;-191,66;-101,35;-2554,14;-51,74;-110,92;-1888,34;-63,43;-2114,43;-156,07;275,74;-2,65;91,57;208,59;296,05;300,44;465,96;50,46;1112,91;819,50;649,52;-875,37;-149,41;444,23;1068,73;-630,16;-373,71;-957,30;-892,44;-1261,42;-2330,54;-1256,55;-1108,05;-5956,57;-2252,10;-2085,69;-828,61
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;471,00;456,00;237,60;510,00;1674,60;1051,00;781,49;1035,60;891,95;3760,04;1202,53;651,28;902,66;1022,31;3778,77;1669,27;1185,57;680,41;374,43;3909,67;-209,79;994,19;-1051,87;1367,96;1100,49;1554,34;1893,98;424,71;381,37;4254,40;1210,61;307,91;-528,50;783,11;1773,13;876,31;318,58;655,07;1159,09;3009,05;924,75;1675,27;1439,51;1908,09;5947,63;219,88;1537,13;1645,03;2498,64;5900,67;1920,24;2914,24;1919,78;2582,51;9336,77;3307,52;3077,43;3448,54;1802,13;11635,63;2932,19;3709,70;4019,58
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;1,00;8,00;0,00;-1,00;8,00;0,00;0,00;1,73;-13,73;-12,00;1,00;0,00;26,83;276,50;304,34;-3,03;7,00;0,53;33,82;38,32;0,06;1050,79;493,96;1192,30;2737,11;440,73;43,70;77,82;377,88;940,12;-28,96;7,45;14,47;11,79;4,74;7,26;128,43;5,34;-3,22;137,81;28,47;1,76;-2,66;3,53;31,10;-36,23;148,77;75,57;45,41;233,53;14,63;102,16;816,47;15,26;948,51;52,83;4,20;17,87;170,40;245,30;3,77;7,18;-188,11
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;472,00;464,00;237,60;509,00;1682,60;1051,00;781,49;1035,58;879,97;3748,04;1203,53;651,28;929,49;1298,81;4083,11;1666,24;1192,56;680,94;408,24;3947,98;-209,72;2044,98;-557,91;2560,25;3837,59;1995,07;1937,68;502,53;759,25;5194,52;1181,65;315,36;-514,03;794,90;1777,87;883,57;447,00;660,41;1155,87;3146,86;953,22;1677,04;1436,85;1911,62;5978,73;183,65;1685,90;1720,60;2544,06;6134,20;1934,87;3016,39;2736,25;2597,76;10285,28;3360,35;3081,63;3466,42;1972,53;11880,93;2935,97;3716,88;3831,47
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;-155,00;-138,00;25,43;466,00;198,43;-308,00;11,44;-264,80;-166,09;-727,46;-437,81;300,37;-171,08;-121,48;-430,00;-513,94;-98,78;268,43;430,71;86,42;1220,66;-337,04;2852,29;-576,36;3159,56;-595,92;-608,18;5,43;85,75;-1112,93;-276,55;246,50;1230,70;86,55;1287,19;-155,77;281,80;39,49;-318,37;-152,86;-119,61;-347,83;-185,65;-349,98;-1003,07;493,30;-241,14;-314,73;-895,59;-958,17;-333,73;-685,65;-443,70;-399,21;-1862,28;-685,13;-516,96;-514,81;135,55;-1581,34;-182,07;-467,99;-434,44
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;-109,00;-89,00;-107,25;-95,00;-400,25;-319,00;-271,00;-336,60;-11,61;-938,21;-275,15;-146,02;-102,63;-352,61;-876,40;-222,17;-219,65;-165,41;-273,86;-881,10;-152,47;-402,46;-503,55;-475,96;-1534,45;-396,33;-334,23;174,50;-165,45;-721,51;-189,37;-61,73;-215,00;-222,96;-689,06;-124,44;-105,64;-108,28;-287,92;-626,28;-166,23;-342,29;-253,27;-354,58;-1116,36;-74,12;-436,23;-441,32;-341,71;-1293,39;-431,26;-665,07;-647,44;-246,44;-1990,21;-535,45;-556,98;-578,23;-388,63;-2059,28;-540,19;-680,85;-746,81
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;0,00;0,00;-1,60;-3,00;-4,60;-1,00;0,00;-0,70;-19,44;-21,14;0,10;-47,00;-38,86;-21,27;-107,02;6,62;-3,00;19,81;192,52;215,94;78,81;-11,27;57,22;36,04;160,80;5,69;7,94;34,62;0,25;48,50;4,34;2,43;-0,81;1,89;7,86;-3,01;-0,69;-6,12;2,87;-6,94;7,58;-15,29;4,63;-27,91;-30,99;165,10;-31,17;37,34;-77,53;93,73;6,61;12,72;98,07;-208,03;-90,63;-197,19;59,60;-185,72;-75,16;-398,47;-80,48;-126,80;-27,67
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;208,00;237,40;154,20;877,00;1476,60;423,40;521,93;433,51;682,39;2061,24;490,68;758,63;616,92;803,46;2669,69;936,74;871,13;803,77;757,60;3369,24;937,27;1294,20;1848,05;1543,97;5623,50;1008,51;1003,21;717,08;679,79;3408,58;720,07;502,56;500,86;660,38;2383,86;600,36;622,48;585,50;552,45;2360,78;674,97;971,62;1002,56;1179,16;3828,31;767,92;977,35;1001,88;1229,22;3976,38;1176,50;1678,40;1743,18;1744,08;6342,16;1942,59;2067,30;2187,66;1644,29;7841,84;2133,22;2441,24;2622,55
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;89,73;108,96;93,52;46,11;338,32;50,19;128,62;148,24;120,99;448,05;103,96;175,01;130,72;49,73;459,42;70,28;196,93;116,79;72,05;456,05;40,96;161,95;66,09;113,80;382,79;62,09;79,89;110,21;114,88;367,07;152,33;19,30;50,73;144,22;366,59;110,09;209,93;57,97;86,03;464,02;175,39;185,96;281,30;306,11;948,75;188,57;221,67;402,11;514,69;1327,04;483,60;685,20;726,56;414,59;2309,94;350,89;485,32;524,80;484,70;1845,71;260,18;305,61;590,07
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;68,99;118,78;59,79;118,92;366,48;102,09;139,50;139,88;182,12;563,59;210,15;183,47;184,57;186,68;764,87;196,20;191,89;195,47;91,78;675,34;317,80;301,57;236,01;128,06;983,43;206,48;275,79;217,58;176,71;876,56;155,24;288,97;183,41;162,49;790,11;170,89;233,81;310,66;133,42;848,78;185,85;191,95;206,69;229,22;813,71;266,61;302,71;425,11;596,48;1590,91;554,84;655,00;642,34;742,75;2594,94;816,63;877,53;936,86;105,14;2736,16;1191,91;1277,32;1322,02
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;202,29;143,54;439,58;214,50;999,91;561,73;334,18;406,83;213,83;1516,57;670,37;461,71;257,93;339,65;1729,66;909,55;682,27;793,70;580,89;2966,41;1152,11;331,86;1431,83;1890,16;4805,97;1789,96;1143,82;-366,75;249,47;2816,51;585,84;154,02;958,19;690,93;2388,98;550,62;267,25;224,46;497,05;1539,38;435,57;886,44;801,20;677,81;2801,02;454,98;1017,54;893,04;751,60;3117,16;810,88;1254,99;1305,27;916,67;4287,82;1481,00;1309,54;1383,97;1133,71;5308,22;1485,32;1887,18;1455,60
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;77,84;82,82;129,63;152,93;443,23;170,78;178,36;204,60;636,50;1190,25;253,50;215,79;222,62;480,33;1172,24;350,35;268,26;315,10;444,63;1378,34;270,46;269,47;326,68;385,57;1252,19;182,22;129,82;114,37;113,16;539,57;107,14;107,28;102,68;169,20;486,30;124,82;148,85;164,58;278,78;717,02;167,43;227,09;189,48;284,14;868,15;214,01;195,21;254,46;349,69;1013,38;264,67;269,87;290,75;360,36;1185,65;313,06;404,38;407,43;429,21;1554,08;442,56;430,72;467,43
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;30,36;38,87;33,92;41,30;144,45;36,75;35,51;55,09;74,34;201,70;101,92;100,86;92,76;89,77;385,31;92,51;91,27;101,39;108,20;393,37;109,16;112,54;387,43;845,38;1454,50;1226,91;563,12;533,22;84,66;2407,90;87,06;89,21;94,02;98,38;368,67;103,73;123,25;125,47;119,77;472,22;131,19;154,76;160,60;163,14;609,68;169,84;198,59;233,90;247,22;849,55;294,70;374,91;409,60;447,12;1526,34;570,36;621,45;655,37;686,10;2533,28;693,85;727,12;791,68
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;39,59;-26,22;-122,84;-1,77;-111,25;267,75;421,30;277,41;390,46;1356,92;110,50;-160,17;226,46;694,08;870,88;53,58;-147,92;-83,99;-245,27;-423,59;-251,55;818,25;-140,75;122,26;548,21;-226,39;-67,32;366,95;-103,02;-29,78;112,92;-31,54;22,63;-88,86;15,15;95,76;55,72;211,25;327,95;690,67;180,42;343,74;192,77;573,51;1290,45;-17,77;395,46;131,04;221,35;730,08;238,39;241,98;135,90;76,95;693,23;218,80;46,43;41,44;53,00;359,68;53,69;71,86;48,03
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;0,00;24,05;-68,45;-7,79;-52,19;-21,09;-97,71;-94,10;-31,58;-244,48;-3,82;-11,71;-25,81;-82,20;-123,54;-26,86;-23,96;-27,16;-2,08;-80,06;-25,48;3,21;7,66;20,60;6,00;-40,14;-46,20;-1,93;-24,50;-112,77;76,36;-111,63;26,28;-6,53;-15,52;-5,63;46,25;-9,97;-25,54;5,10;103,56;65,43;205,47;92,86;467,32;97,70;71,49;92,29;100,66;362,14;115,94;158,82;90,69;106,32;471,78;122,46;98,86;99,69;6,89;327,90;-69,95;-54,21;108,90
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;117,94;122,91;59,37;217,90;518,13;71,31;196,02;187,22;132,65;587,20;118,72;146,48;194,51;177,44;637,15;175,09;355,25;285,57;370,59;1186,50;430,39;315,48;467,46;434,51;1647,83;343,96;571,33;606,38;410,38;1932,05;384,41;335,41;207,03;200,33;1127,18;159,88;153,28;170,68;131,54;615,37;102,60;126,03;146,27;159,37;534,27;143,69;79,81;46,11;43,67;313,28;32,80;130,19;244,20;423,76;830,94;478,18;669,29;706,87;727,68;2582,03;745,29;797,15;876,10
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;626,74;613,72;624,53;782,09;2647,07;1239,51;1335,79;1325,18;1719,30;5619,79;1565,30;1111,44;1283,77;1935,47;5895,98;1820,70;1613,99;1696,86;1420,80;6552,35;2043,84;2314,33;2782,41;3940,34;11080,92;3545,08;2650,27;1580,04;1021,74;8797,12;1661,30;851,02;1644,97;1370,17;5527,46;1310,15;1238,33;1255,09;1548,99;5352,56;1482,01;2181,39;2183,79;2486,17;8333,35;1517,63;2482,48;2478,07;2825,36;9303,54;2795,82;3770,97;3845,32;3488,52;13900,63;4351,39;4512,79;4756,43;3626,44;17247,06;4802,84;5442,75;5659,84
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;-108,66;-90,79;-107,77;-172,38;-479,59;-332,88;-279,53;-334,58;-221,59;-1168,58;-275,01;-150,58;-121,21;-399,37;-946,17;-205,25;-250,93;-145,49;-234,38;-836,05;-170,17;-394,09;-520,47;-514,12;-1598,85;-500,47;-351,79;148,90;-102,46;-805,82;-203,80;-64,74;-235,79;-241,22;-745,55;-143,28;-122,13;-121,38;-298,23;-685,02;-169,89;-346,84;-254,87;-356,09;-1127,69;-88,80;-437,60;-443,60;-363,00;-1333,00;-461,53;-657,76;-641,34;-258,36;-2018,97;-546,10;-534,83;-569,59;-346,62;-1997,15;-524,50;-681,30;-717,84
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;-14,60;-12,22;-17,60;11,88;-32,54;-5,87;0,00;0,00;0,00;-5,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;-44,78;-44,76;-55,37;-68,31;-213,22;-70,35;-74,14;-78,16;-103,37;-326,02;-112,10;-114,01;-133,22;-134,71;-494,05;-159,34;-163,44;-174,86;-197,36;-695,00;-215,29;-227,91;-363,51;-578,97;-1385,68;-568,86;-500,50;-436,96;-131,04;-1637,35;-132,08;-132,55;-133,15;-131,65;-529,44;-147,70;-151,91;-158,98;-156,07;-614,66;-165,42;-163,43;-168,89;-175,43;-673,16;-205,28;-225,27;-230,10;-248,68;-909,33;-265,78;-291,87;-319,37;-352,62;-1229,64;-437,23;-440,91;-444,98;-462,35;-1785,47;-529,69;-535,72;-539,30
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;-54,54;-68,52;-77,86;-92,21;-293,12;-67,58;-148,60;-127,08;-193,81;-537,07;-150,86;-126,27;-153,61;-198,78;-629,51;-173,65;-212,74;-255,64;-241,38;-883,41;-232,68;-223,81;-328,30;-644,94;-1429,74;-551,26;-569,52;-398,11;-189,00;-1707,88;-180,42;-214,00;-207,84;-250,35;-852,60;-205,38;-217,97;-187,91;-229,34;-840,61;-202,78;-227,67;-267,93;-301,09;-999,47;-272,61;-225,76;-248,10;-309,06;-1055,52;-287,60;-314,50;-398,16;-484,62;-1484,89;-475,78;-540,10;-553,78;-596,40;-2166,05;-599,78;-624,55;-625,35
